instance,source,local,sha256,present,portable_candidate_local,portable_candidate_sha256,input_binding
django__django-14534,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14534/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14534/trajectory.json,f81109093a79785c39dfcd2d66d55efaf6b3e7ddb4275ac3d7566031423fe6b7,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14534/trajectory.json,20c281c4f177c4bab088537b013aaaf70c753c7bb16a3e718a2bc112280bb8f0,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14580,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14580/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14580/trajectory.json,57c495ea930209dbd532a26c43f59ed43f00c7a75171a3b874298d8cd15570ac,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14580/trajectory.json,c8ac18bfe3efe1f478782ade8dab2a8ee240c87c3ae4908f123507e73997dac9,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14608,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14608/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14608/trajectory.json,d35908b2226a660641e957774e49fc64d07845021ac5d1e17eb5fe906747a19a,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14608/trajectory.json,7c396c14c236f86837848247ee7031ca0b83a056c5b7250d02c50ffcf39d7516,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14667,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14667/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14667/trajectory.json,fd4fc2e2bbee4d335d8b6925acf43799a69470e01a0931ef8830646892b4bc65,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14667/trajectory.json,7f97ea36ab1d6c19fa276eca60693ee07c7a04c0431ba177673cd6eb92558872,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14672,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14672/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14672/trajectory.json,29f166040b5eb6046e5ac075e7bd0bda867168edae3bf7cc8bddb08fecda3136,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14672/trajectory.json,7e2d71f42672973c072f48dca8136b5213d58b11556c50b40665891b2e485eef,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14730,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14730/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14730/trajectory.json,fa7c68c25ad785ef7826525a74df13627431a981da5efef91989fd9de2f9e57c,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14730/trajectory.json,2b40105c9de676968ef8dc999ec2c8911d9e45e48f10a45e9e699fe37a3369b3,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14752,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14752/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14752/trajectory.json,020efa3446ecf6d04555dd4b341a8f3025328c8cdc4dee67263c7dd3bcd98f90,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14752/trajectory.json,b7e04825f9b95f5ac0e83b5e837d85f18ce3a23ea02c576c482aaf047cdb140b,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14787,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14787/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14787/trajectory.json,0f69873d538d599c2c062fb4a8136d773a386c0d54a5e6a10870118acfd751c2,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14787/trajectory.json,2167034218380da956f634389200eefd2f3876a2547b91390286677b6de808fd,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14855,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14855/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14855/trajectory.json,96bc93e9da892887f079446222a92d31c21b673b255f39c8cb3eba8ba18dbe17,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14855/trajectory.json,8426bd2c095cfbac637c27b230385595803a6e1ac93728b7274b27f19f595e97,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14915,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14915/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14915/trajectory.json,3e930cd17200a5d166ab49d76ea68de8d9a83391695f15347e471be0f93dab36,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14915/trajectory.json,b88c942376a8ec6d1035076a42bb822c40fc723f2df0e08ab8fb466592bb34bf,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14997,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14997/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14997/trajectory.json,c9361fab53c2683fdd79ba02b18188569a82f47961a297c35aa4c5b62acf249b,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14997/trajectory.json,0acba347b40bfd4fa5047ce4a4abf74bf4c01a34820c253b4dfeb5fb482d5fcb,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14999,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14999/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14999/trajectory.json,893e5fcae17863d4a0484c9a27a40d8411b333f9864392fecbff257200bf715b,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14999/trajectory.json,173ff5529ed8772d2e92cbbffba0af0ed869c0d011c1f698620fe07286fa0e47,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-15061,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-15061/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-15061/trajectory.json,8319fc89308ad4ca85064fcded8fe2a6dc0fb62f8b275ac798876e9b98a4d8d0,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-15061/trajectory.json,69bfb0545d1478ad0a8ce56bd88c5a0ef3980650e493b34c8a046530b75645c3,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-15202,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-15202/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-15202/trajectory.json,ff637e056b64d9340b873b0c0adc1c801a33a22242d5e28b918e283d72a27d5a,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-15202/trajectory.json,0c3ec3d947fb124802ee86e957e56a94aaa6a86d1861420b95634187ae6ef652,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-15252,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-15252/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-15252/trajectory.json,dc0dff21999aace60d2d4065483b2f3112545149036dd83671a32236e7212674,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-15252/trajectory.json,caeea45046c5958fc405e4e49aa86b7d8ca3753334681eb937b1c44f737880fc,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-15320,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-15320/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-15320/trajectory.json,0c33389f1ebb606788bceea07120a54cc8f726291f3564ccbfff1f8785600dd5,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-15320/trajectory.json,a164a695cff13954232c158d6b5ce0f2e8479a53be375d27598a689623a75be5,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-15347,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-15347/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-15347/trajectory.json,d632a78aa7a9c404f0b11927bf4aab6c02fcefbb752d642f1c2a86e7640ee725,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-15347/trajectory.json,352dbf2df37d74ea78c718752495895b1a1d3b2679e337512a5f107e29649f8a,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-15388,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-15388/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-15388/trajectory.json,383362870b2d0a1d5da5ab9e3bbaeb863cacc19d5d84d08eaed2909675ac22e9,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-15388/trajectory.json,1d7b8fa0f2559d0e5c3d5d8f0568734ba8a34cd4b31256d0f14bf08b4fe89242,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-16820,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-16820/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-16820/trajectory.json,96d6513308a3178c343691b8dd49f2039fceef40a815457d61f070f3a3d23823,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-16820/trajectory.json,86e46e3c3145cdb35805ac370f595d6efa1a017e05168ed16cd96eca0456d845,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-16873,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-16873/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-16873/trajectory.json,f554729c410ea052593ce1e9b05ced6ca5c24fc19b8f01927e2a80781587af4e,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-16873/trajectory.json,735a8aab9228923b450ff6a90051e7ca3f3e72239be020ffb90ab5a1a689f0d3,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-16910,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-16910/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-16910/trajectory.json,1e60f30daa6f890c50b80398919221e4929c29ea344763cfe7ddd1394bed5036,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-16910/trajectory.json,2222c527d1ee9e5626d76d213da11cc4e0b5448af850defb9c321fbfcfb64c92,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-17051,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-17051/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-17051/trajectory.json,41ff8b1a04a038f25461c0eecb153f43e1df187087313d3c3ffc1494ffe4248b,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-17051/trajectory.json,f91858de30802b22d067988985417e995443784c31602f08588fc00a450ec3f6,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
matplotlib__matplotlib-18869,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-18869/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-18869/trajectory.json,210e2dfafa566242868abc3a1b2eae974c73fdb618d6452a031ad0f643a0270f,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/matplotlib__matplotlib-18869/trajectory.json,5cad00d79b98556283ee694bddc1d0799c94509f24cb74f8b020c12113d3fcae,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
matplotlib__matplotlib-22711,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-22711/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-22711/trajectory.json,c8350937fed9deb20f746d79ab89683b77b3cef8adbc3f37c66addc2da7ead6a,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/matplotlib__matplotlib-22711/trajectory.json,10346bf6d87cece9c47404ebe4c28f0a504493d2e5206f61555d4341ca288ef4,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
matplotlib__matplotlib-22835,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-22835/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-22835/trajectory.json,97a6978deea7be8284027d96503cd154465c4b290a2e6dbb4e09ea3f43ca1f48,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/matplotlib__matplotlib-22835/trajectory.json,db3a127dd0851fe7294b57322cc07dfe9b1350038c1f7dac8281ace6204af939,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
matplotlib__matplotlib-23299,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-23299/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-23299/trajectory.json,9d002f954ad117f6ebf895944cd69385abb1e518c68ee67288af4e98de4d060a,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/matplotlib__matplotlib-23299/trajectory.json,6e5a581238a0790368ab33214b5decd6c2bbada504fbdc6726ddb1c30403153f,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
matplotlib__matplotlib-23562,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-23562/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-23562/trajectory.json,e07db2adc99c1daed66369a52f4edc78f85c7dafacf4cf6f2191ff0aa26d82fe,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/matplotlib__matplotlib-23562/trajectory.json,1e128f0d461d634b39259e4c080ebab72489de19a895e0f47fb2b68fd7be4121,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
matplotlib__matplotlib-23964,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-23964/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-23964/trajectory.json,49585a2a251ccd5a0323e049b79fe9bf73e6edb2522f24471707f19548bbb15a,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/matplotlib__matplotlib-23964/trajectory.json,d4bb9647b44ed682b9bff2899a5340340939c8d89e077815dea3ceaaedb8ff3b,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
matplotlib__matplotlib-24970,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-24970/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-24970/trajectory.json,582c546efa566435cb9ce6ea2de961b7594e3b75610d3fc2e4b22c0abf0bb3d4,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/matplotlib__matplotlib-24970/trajectory.json,c44b821397bc85b7d91a401cd0f0f47a1198ab3f80e284c5bea5f8aa745d5021,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
matplotlib__matplotlib-25311,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-25311/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-25311/trajectory.json,f55dab8c231f98e65528b8ea87a5e6e33d04b2c74e5e63b6885a8cb73b0339fc,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/matplotlib__matplotlib-25311/trajectory.json,ceac2ca55cef2b1a81a7f5e3b05fb2d3c94047d6a90858c1539f241b30e0ed62,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
matplotlib__matplotlib-25332,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-25332/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-25332/trajectory.json,e1c8587c3b83ef53628096600d40b507ee2737f69472965f307839f9ce912848,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/matplotlib__matplotlib-25332/trajectory.json,b51ee2978b2a744b1d605f3f23fa18f781106278382e99e4cd7297104cdfba56,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
matplotlib__matplotlib-25433,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-25433/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-25433/trajectory.json,719620040f40f867f1bab78111bff0b489be29f6d7ec2ffe1855a2daf5ce42ba,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/matplotlib__matplotlib-25433/trajectory.json,ed1e75f6fa752fc8ae7d59926ccc94aab47ccc247e626d4afcec1928246aa556,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
matplotlib__matplotlib-25442,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-25442/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-25442/trajectory.json,4ca107146c3f50df93810081de1df17d4cc17706492be40a0afde38f7e691b43,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/matplotlib__matplotlib-25442/trajectory.json,2836a62cb3207eef3a2b3be8e7513bbdcf748f5f38b0e505d5280597651988ba,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
matplotlib__matplotlib-25498,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-25498/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-25498/trajectory.json,5852e288dc00bd7c82c33b5b693ce977f9925a39c6c523ef3ee685fe69e757cb,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/matplotlib__matplotlib-25498/trajectory.json,5d7d49a6d4b0e6ac220c436d24c01ad8b055535b2085fcbbc6b99f06b17d1161,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
matplotlib__matplotlib-26011,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-26011/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-26011/trajectory.json,5655518da21d09db9112c9ba0f8a4780a5fa1ecefb9b3de3245a27bcd8802184,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/matplotlib__matplotlib-26011/trajectory.json,add445b133599a0863fc0056237999165ed51bfec69272c2b0f671645cf0bb1a,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
matplotlib__matplotlib-26020,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-26020/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/matplotlib__matplotlib-26020/trajectory.json,e82b088a3dab1208ea465d7780c9614b2d7b15ed492dee9aa9c5c5c280986982,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/matplotlib__matplotlib-26020/trajectory.json,8e5361388ecb95087f4e62dd64fb1ccbd801ffe201c6da96905d4a256adb5c94,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
mwaskom__seaborn-3010,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/mwaskom__seaborn-3010/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/mwaskom__seaborn-3010/trajectory.json,3407ee6936ad3443f10bb560f4f8816352f34b144f1cd07286719235b6cb07f8,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/mwaskom__seaborn-3010/trajectory.json,eb48f959b963edbdbbda5127b8bbe551485b46f64b3f187062bc2d3215dbc1b1,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
mwaskom__seaborn-3407,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/mwaskom__seaborn-3407/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/mwaskom__seaborn-3407/trajectory.json,7e8c23e0ac900fcce795c42a117aa9f44daf6714257a05baa4bdd2e144c0daa2,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/mwaskom__seaborn-3407/trajectory.json,d8264c344a7a005caa284d6cd86d98ed5f2a906d72660e1489c601ec727206b9,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
pallets__flask-4045,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/pallets__flask-4045/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/pallets__flask-4045/trajectory.json,311638e8d2b9745bfb452e9b79a2a8d2fbde6226b252bd6325be2567171acd46,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/pallets__flask-4045/trajectory.json,a0d1cedb94d6de95d36956580e625e081694c47c3bd46686cb78887738e48ff7,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
psf__requests-1963,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/psf__requests-1963/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/psf__requests-1963/trajectory.json,9c6fccf0d9a30c652ec9ed20636921e4a5d3ff161028cfe04545df1164fc31e4,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/psf__requests-1963/trajectory.json,53b6de48d274bfb97c5018e8e5c4fa868fb3c91bf52be06efdab081f111a9b09,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
psf__requests-2148,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/psf__requests-2148/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/psf__requests-2148/trajectory.json,d0d6ed3c82d52eff6b194801c88e6a4567401ad67f6f0af8992bd6525bb85f5c,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/psf__requests-2148/trajectory.json,574fa94e4be68fa3fa46cbef8ca3c12e9d5c2bd0c56d31b9cb2b9d04f87b19a0,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
psf__requests-2317,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/psf__requests-2317/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/psf__requests-2317/trajectory.json,342d3894826254341c4b90ee75e5b1915e4ec3534a842694261a435729d0197e,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/psf__requests-2317/trajectory.json,607ff3f9f1dd01ba611cf450634e83912cefc8da288ed94245b1ae40aab2ee4c,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
psf__requests-2674,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/psf__requests-2674/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/psf__requests-2674/trajectory.json,710bc1d410b018d322baf01057ea0974e2dfdb1fbee43543add1cd7b89edc791,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/psf__requests-2674/trajectory.json,db2423a16eb00251dbdefe24c0e319624d55e84dbc3b9e5c18b25564ca1017bf,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
psf__requests-3362,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/psf__requests-3362/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/psf__requests-3362/trajectory.json,81f54821b89ced78cd902fa0ba6bcc77d34ccd53e1b6c018a987f973b377ec0d,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/psf__requests-3362/trajectory.json,e0d845f6a461f33a5e56dd483acf51e58422934fdb6df8d80ea48f7dcb984e9b,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
psf__requests-863,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/psf__requests-863/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/psf__requests-863/trajectory.json,7460b7c980b7887927d53636be1c1d66003721ac68371c190797a61094416c6a,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/psf__requests-863/trajectory.json,70c6ef506c45050fcec0fed2a10876a20bfddf95da80c32b338370fee6bb99e3,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
pydata__xarray-3364,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/pydata__xarray-3364/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/pydata__xarray-3364/trajectory.json,648e58492b53b352251dcf6f1be22024936bf781c608606536038698a48e2343,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/pydata__xarray-3364/trajectory.json,fbaaef76bfcbd16bdf424e0c794623b17c69fa90ea098ff16ecdd76182270635,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
